location,year,deaths,LEKTIKO
MUNICIPALITY OF HERACLEIOU,2022,7,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2022,7,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MEGAREON MUNICIPALITY,2022,7,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ
MUNICIPALITY OF THERA,2022,8,ΔΗΜΟΣ ΘΗΡΑΣ
MUNICIPALITY OF KO,2022,8,ΔΗΜΟΣ ΚΩ
MUNICIPALITY OF AGRINI,2022,8,ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ
MUNICIPALITY OF PIRAEUS,2022,8,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ
MUNICIPALITY OF CORINTHION,2022,10,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ
MUNICIPALITY OF LESVO,2022,12,ΔΗΜΟΣ ΛΕΣΒΟΥ
MUNICIPALITY OF RHODES,2022,17,ΔΗΜΟΣ ΡΟΔΟΥ
MUNICIPALITY OF PRESPA,2017,0,ΔΗΜΟΣ ΠΡΕΣΠΩΝ
ANOGEIA MUNICIPALITY,2017,0,ΔΗΜΟΣ ΑΝΩΓΕΙΩΝ
MUNICIPALITY OF ZITSAS,2017,0,ΔΗΜΟΣ ΖΙΤΣΑΣ
DODONIS MUNICIPALITY,2017,0,ΔΗΜΟΣ ΔΩΔΩΝΗΣ
MUNICIPALITY OF NORTH ZOUMERKA,2017,0,ΔΗΜΟΣ ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ
MUNICIPALITY OF ZAGORAS - MOURESIOU,2017,0,ΔΗΜΟΣ ΖΑΓΟΡΑΣ - ΜΟΥΡΕΣΙΟΥ
EMMANUEL PAPPA MUNICIPALITY,2017,0,ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ
NESTORIO MUNICIPALITY,2017,0,ΔΗΜΟΣ ΝΕΣΤΟΡΙΟΥ
VIANNO MUNICIPALITY,2017,0,ΔΗΜΟΣ ΒΙΑΝΝΟΥ
METSOVO MUNICIPALITY,2017,0,ΔΗΜΟΣ ΜΕΤΣΟΒΟΥ
ALMOPIA MUNICIPALITY,2017,0,ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ
MUNICIPALITY OF KONICSA,2017,0,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ
MUNICIPALITY OF ANDRITSAINAS - KRESTENON,2017,0,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕ
MUNICIPALITY OF FLORINA,2017,0,ΔΗΜΟΣ ΦΛΩΡΙΝΑΣ
MUNICIPALITY OF AGRAFA,2017,0,ΔΗΜΟΣ ΑΓΡΑΦΩΝ
MUNICIPALITY OF ZIRO,2017,0,ΔΗΜΟΣ ΖΗΡΟΥ
MUNICIPALITY OF ZACHAROS,2017,0,ΔΗΜΟΣ ΖΑΧΑΡΩΣ
MUNICIPALITY OF NEAS ZIKNIS,2017,0,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ
MUNICIPALITY OF GORTYNIA,2017,0,ΔΗΜΟΣ ΓΟΡΤΥΝΙΑΣ
MUNICIPALITY OF SERBIA - VELVENTOU,2017,0,ΔΗΜΟΣ ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ
MUNICIPALITY OF VOIO,2017,0,ΔΗΜΟΣ ΒΟΪΟΥ
THERMOU MUNICIPALITY,2017,0,ΔΗΜΟΣ ΘΕΡΜΟΥ
MUNICIPALITY OF KARPENESIOU,2017,0,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ
MUNICIPALITY OF NORTH KYNOURIA,2017,0,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF SAMOTRAKI,2017,0,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ
MUNICIPALITY OF SINDIKI,2017,0,ΔΗΜΟΣ ΣΙΝΤΙΚΗΣ
FARCADONAS MUNICIPALITY,2017,0,ΔΗΜΟΣ ΦΑΡΚΑΔΟΝΑΣ
PROSOTSANI MUNICIPALITY,2017,0,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ
MUNICIPALITY OF TOPIRO,2017,0,ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ
MUNICIPALITY OF MOLOS - AGIOS KONSTANTINOUS,2017,0,ΔΗΜΟΣ ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝ
MUNICIPALITY OF DIDYMOTEICHO,2017,0,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ
MUNICIPALITY OF IASMO,2017,0,ΔΗΜΟΣ ΙΑΣΜΟΥ
MUNICIPALITY OF MARONEIA - SAPON,2017,0,ΔΗΜΟΣ ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ
VRILISSI MUNICIPALITY,2017,0,ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ
MUNICIPALITY OF KILKIS,2017,0,ΔΗΜΟΣ ΚΙΛΚΙΣ
MUNICIPALITY OF LYKOVRYSIS - PEFKI,2017,0,ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ
BYRON MUNICIPALITY,2017,0,ΔΗΜΟΣ ΒΥΡΩΝΟΣ
MUNICIPALITY OF FILOTHEIS - PSYHIKOU,2017,0,ΔΗΜΟΣ ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ
KORYDALLO MUNICIPALITY,2017,0,ΔΗΜΟΣ ΚΟΡΥΔΑΛΛΟΥ
MUNICIPALITY OF AGIOS DIMITRIOS,2017,0,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
MUNICIPALITY OF NAPOLI - SYKEON,2017,0,ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ
MUNICIPALITY OF KALAMARIA,2017,0,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ
MUNICIPALITY OF ELIOUPOLE,2017,0,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ
LAKE PLASTIRA MUNICIPALITY,2017,1,ΔΗΜΟΣ ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ
GATE MUNICIPALITY,2017,1,ΔΗΜΟΣ ΠΥΛΗΣ
MUNICIPALITY OF ZAGORI,2017,1,ΔΗΜΟΣ ΖΑΓΟΡΙΟΥ
MUNICIPALITY OF ORESTIDOS,2017,1,ΔΗΜΟΣ ΟΡΕΣΤΙΔΟΣ
MUNICIPALITY OF NEMEA,2017,1,ΔΗΜΟΣ ΝΕΜΕΑΣ
MUNICIPALITY OF GORTYNAS,2017,1,ΔΗΜΟΣ ΓΟΡΤΥΝΑΣ
MUNICIPALITY OF EORDIA,2017,1,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ
MUNICIPALITY OF MINOA PEDIADAS,2017,1,ΔΗΜΟΣ ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ
MUNICIPALITY OF EDESSA,2017,1,ΔΗΜΟΣ ΕΔΕΣΣΑΣ
MUNICIPALITY OF MAKRAKOMI,2017,1,ΔΗΜΟΣ ΜΑΚΡΑΚΩΜΗΣ
MUNICIPALITY OF GREVEN,2017,1,ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ
DOXATO MUNICIPALITY,2017,1,ΔΗΜΟΣ ΔΟΞΑΤΟΥ
MUNICIPALITY OF TEMPO,2017,1,ΔΗΜΟΣ ΤΕΜΠΩΝ
MUNICIPALITY OF AMFIKLIA - ELATIA,2017,1,ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ
ELASSONAS MUNICIPALITY,2017,1,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ
ERYMANTHOU MUNICIPALITY,2017,1,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ
MUNICIPALITY OF MEGALOPOLIS,2017,1,ΔΗΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ
DOMOKOU MUNICIPALITY,2017,1,ΔΗΜΟΣ ΔΟΜΟΚΟΥ
MUNICIPALITY OF SOFADO,2017,1,ΔΗΜΟΣ ΣΟΦΑΔΩΝ
KATERINIS MUNICIPALITY,2017,1,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ
MUNICIPALITY OF EAST MANI,2017,1,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ
MUNICIPALITY OF PENDELIS,2017,1,ΔΗΜΟΣ ΠΕΝΤΕΛΗΣ
MUNICIPALITY OF VELOS - VOCHAS,2017,1,ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ
PETROUPOLE MUNICIPALITY,2017,1,ΔΗΜΟΣ ΠΕΤΡΟΥΠΟΛΕΩΣ
MUNICIPALITY OF KAESARIANI,2017,1,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ
MUNICIPALITY OF RAFINAS - PIKERMIOU,2017,1,ΔΗΜΟΣ ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ
MUNICIPALITY OF DAFNIS - YMITTOU,2017,1,ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ
PERAMATO MUNICIPALITY,2017,1,ΔΗΜΟΣ ΠΕΡΑΜΑΤΟΣ
MUNICIPALITY OF PAPAGOS - CHOLARGOS,2017,1,ΔΗΜΟΣ ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ
MUNICIPALITY OF NEAS MYRNIS,2017,1,ΔΗΜΟΣ ΝΕΑΣ ΣΜΥΡΝΗΣ
MUNICIPALITY OF AMBELOKIPON - MENEMENE,2017,1,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝ
MUNICIPALITY OF MOSCHATO - TAVROU,2017,1,ΔΗΜΟΣ ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ
MUNICIPALITY OF PHILADELPHIA - CHALKIDONOS,2017,1,ΔΗΜΟΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔ
PALLINI MUNICIPALITY,2017,1,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ
MUNICIPALITY OF AGION ARANGYRO - KAMATERO,2017,1,ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜ
MUNICIPALITY OF DISTOMOS - ARACHOVAS - ANTIKYRAS,2017,2,ΔΗΜΟΣ ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ -
MUNICIPALITY OF POGONI,2017,2,ΔΗΜΟΣ ΠΩΓΩΝΙΟΥ
MUNICIPALITY OF SOUFLIOU,2017,2,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ
AMYNTAI MUNICIPALITY,2017,2,ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ
MUNICIPALITY OF KATO NEUROKOPIOU,2017,2,ΔΗΜΟΣ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ
MUNICIPALITY OF ALIARTOU,2017,2,ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ
MUNICIPALITY OF MYKIS,2017,2,ΔΗΜΟΣ ΜΥΚΗΣ
MUNICIPALITY OF ANCIENT OLYMPIA,2017,2,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ
MUNICIPALITY OF EICHALIA,2017,2,ΔΗΜΟΣ ΟΙΧΑΛΙΑΣ
KILELER MUNICIPALITY,2017,2,ΔΗΜΟΣ ΚΙΛΕΛΕΡ
HERACLEIA MUNICIPALITY,2017,2,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ
MOUZAKI MUNICIPALITY,2017,2,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ
MUNICIPALITY OF AMPHIPOLIS,2017,2,ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ
SIKYONIA MUNICIPALITY,2017,2,ΔΗΜΟΣ ΣΙΚΥΩΝΙΩΝ
SKYDRA MUNICIPALITY,2017,2,ΔΗΜΟΣ ΣΚΥΔΡΑΣ
MUNICIPALITY OF TYRNAVO,2017,2,ΔΗΜΟΣ ΤΥΡΝΑΒΟΥ
MUNICIPALITY OF XANTHI,2017,2,ΔΗΜΟΣ ΞΑΝΘΗΣ
PAIONIA MUNICIPALITY,2017,2,ΔΗΜΟΣ ΠΑΙΟΝΙΑΣ
MUNICIPALITY OF PALAI FALIRO,2017,2,ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ
AEGALEO MUNICIPALITY,2017,2,ΔΗΜΟΣ ΑΙΓΑΛΕΩ
GLYFADA MUNICIPALITY,2017,2,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ
MUNICIPALITY OF MALEVIZIOU,2017,3,ΔΗΜΟΣ ΜΑΛΕΒΙΖΙΟΥ
MUNICIPALITY OF ARCHANA - ASTEROUSIA,2017,3,ΔΗΜΟΣ ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ
MUNICIPALITY OF SOUTH KYNOURIA,2017,3,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF KALAVRYTON,2017,3,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ
MUNICIPALITY OF KALAMPAKAS,2017,3,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ
MUNICIPALITY OF ORHOMENOU,2017,3,ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ
MUNICIPALITY OF VISALTIA,2017,3,ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ
MUNICIPALITY OF KASTORIA,2017,3,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ
MUNICIPALITY OF ILIDAS,2017,3,ΔΗΜΟΣ ΉΛΙΔΑΣ
PALAMA MUNICIPALITY,2017,3,ΔΗΜΟΣ ΠΑΛΑΜΑ
PINEIO MUNICIPALITY,2017,3,ΔΗΜΟΣ ΠΗΝΕΙΟΥ
TANAGRA MUNICIPALITY,2017,3,ΔΗΜΟΣ ΤΑΝΑΓΡΑΣ
MUNICIPALITY OF ORESTIADAS,2017,3,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ
MUNICIPALITY OF VERIA,2017,3,ΔΗΜΟΣ ΒΕΡΟΙΑΣ
MUNICIPALITY OF XYLOKASTRO - EUROSTINIS,2017,3,ΔΗΜΟΣ ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙ
MUNICIPALITY OF KARDITSA,2017,3,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ
POLYGYRO MUNICIPALITY,2017,3,ΔΗΜΟΣ ΠΟΛΥΓΥΡΟΥ
MUNICIPALITY OF NAFPAKTIAS,2017,3,ΔΗΜΟΣ ΝΑΥΠΑΚΤΙΑΣ
MUNICIPALITY OF CHALKEDON,2017,3,ΔΗΜΟΣ ΧΑΛΚΗΔΟΝΟΣ
ZOGRAFOU MUNICIPALITY,2017,3,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ
MUNICIPALITY OF ARGOS - MYCINA,2017,3,ΔΗΜΟΣ ΆΡΓΟΥΣ - ΜΥΚΗΝΩΝ
MUNICIPALITY OF PELLAS,2017,3,ΔΗΜΟΣ ΠΕΛΛΑΣ
DIONYSOS MUNICIPALITY,2017,3,ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ
MUNICIPALITY OF DRAMA,2017,3,ΔΗΜΟΣ ΔΡΑΜΑΣ
OROPOU MUNICIPALITY,2017,3,ΔΗΜΟΣ ΩΡΩΠΟΥ
MUNICIPALITY OF GALATSIOU,2017,3,ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ
LAGKADA MUNICIPALITY,2017,3,ΔΗΜΟΣ ΛΑΓΚΑΔΑ
MUNICIPALITY OF TRANSFORMATION,2017,3,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΕΩΣ
MUNICIPALITY OF AGIA PARASKEVI,2017,3,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
MUNICIPALITY OF FILIS,2017,3,ΔΗΜΟΣ ΦΥΛΗΣ
HAIDARIO MUNICIPALITY,2017,3,ΔΗΜΟΣ ΧΑΪΔΑΡΙΟΥ
MUNICIPALITY OF THERMI,2017,3,ΔΗΜΟΣ ΘΕΡΜΗΣ
MUNICIPALITY OF NEAS IONIA,2017,3,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ
MUNICIPALITY OF PYLIAS - HORTIATI,2017,3,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ
ILIUS MUNICIPALITY,2017,3,ΔΗΜΟΣ ΙΛΙΟΥ
PLATANIA MUNICIPALITY,2017,4,ΔΗΜΟΣ ΠΛΑΤΑΝΙΑ
MUNICIPALITY OF DIOU - OLYMPOU,2017,4,ΔΗΜΟΣ ΔΙΟΥ - ΟΛΥΜΠΟΥ
SOULIOU MUNICIPALITY,2017,4,ΔΗΜΟΣ ΣΟΥΛΙΟΥ
MUNICIPALITY OF MANDRAS - IDYLLIAS,2017,4,ΔΗΜΟΣ ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ
MUNICIPALITY OF ELEFSINA,2017,4,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ
MUNICIPALITY OF RETHYMNI,2017,4,ΔΗΜΟΣ ΡΕΘΥΜΝΗΣ
MUNICIPALITY OF IOANNITON,2017,4,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ
MUNICIPALITY OF ALIMOS,2017,4,ΔΗΜΟΣ ΑΛΙΜΟΥ
MUNICIPALITY OF KIFISIA,2017,4,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ
MUNICIPALITY OF CHALANDRIOU,2017,4,ΔΗΜΟΣ ΧΑΛΑΝΔΡΙΟΥ
FARSALA MUNICIPALITY,2017,5,ΔΗΜΟΣ ΦΑΡΣΑΛΩΝ
NAOUSA MUNICIPALITY,2017,5,ΔΗΜΟΣ ΝΑΟΥΣΑΣ
MUNICIPALITY OF SERRON,2017,5,ΔΗΜΟΣ ΣΕΡΡΩΝ
MUNICIPALITY OF KOZANI,2017,5,ΔΗΜΟΣ ΚΟΖΑΝΗΣ
ASPROPYRGO MUNICIPALITY,2017,5,ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ
MUNICIPALITY OF SPARTIS,2017,5,ΔΗΜΟΣ ΣΠΑΡΤΗΣ
KOMOTINI MUNICIPALITY,2017,5,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ
MUNICIPALITY OF AMAROUSIOU,2017,5,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ
ACHARNON MUNICIPALITY,2017,5,ΔΗΜΟΣ ΑΧΑΡΝΩΝ
MUNICIPALITY OF NICAIA - AGIOU IOANNI RENTI,2017,5,ΔΗΜΟΣ ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝ
MUNICIPALITY OF NESTO,2017,6,ΔΗΜΟΣ ΝΕΣΤΟΥ
MUNICIPALITY OF TRIKKAIA,2017,6,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ
MUNICIPALITY OF KROPIA,2017,6,ΔΗΜΟΣ ΚΡΩΠΙΑΣ
MUNICIPALITY OF AEGIALIA,2017,6,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ
MUNICIPALITY OF KERATSINIOU - DRAPETSONAS,2017,6,ΔΗΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣ
MUNICIPALITY OF KORDELIOU - EVOSMOS,2017,6,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ
MUNICIPALITY OF PISTERIOU,2017,6,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ
MESSINA MUNICIPALITY,2017,7,ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ
MUNICIPALITY OF VOLOS,2017,7,ΔΗΜΟΣ ΒΟΛΟΥ
MUNICIPALITY OF VOLBI,2017,7,ΔΗΜΟΣ ΒΟΛΒΗΣ
MUNICIPALITY OF PAVLO MELA,2017,7,ΔΗΜΟΣ ΠΑΥΛΟΥ ΜΕΛΑ
MUNICIPALITY OF WEST ACHAIA,2017,8,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ
MUNICIPALITY OF LARISAI,2017,8,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ
MUNICIPALITY OF KALAMATA,2017,8,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ
MUNICIPALITY OF KALLITHEAS,2017,8,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ
MUNICIPALITY OF PATREA,2017,11,ΔΗΜΟΣ ΠΑΤΡΕΩΝ
MUNICIPALITY OF THESSALONIKI,2017,11,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ
MUNICIPALITY OF ATHENS,2017,12,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ
MUNICIPALITY OF ARGITHEAS,2018,0,ΔΗΜΟΣ ΑΡΓΙΘΕΑΣ
MUNICIPALITY OF OROPEDIOU LASSITHIO,2018,0,ΔΗΜΟΣ ΟΡΟΠΕΔΙΟΥ ΛΑΣΙΘΙΟΥ
MUNICIPALITY OF KONICSA,2018,0,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ
MUNICIPALITY OF GEORGIOU KARAISKAKI,2018,0,ΔΗΜΟΣ ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ
MUNICIPALITY OF NEAS ZIKNIS,2018,0,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ
EMMANUEL PAPPA MUNICIPALITY,2018,0,ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ
MUNICIPALITY OF SERBIA - VELVENTOU,2018,0,ΔΗΜΟΣ ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ
MUNICIPALITY OF ARCHANA - ASTEROUSIA,2018,0,ΔΗΜΟΣ ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ
THERMOU MUNICIPALITY,2018,0,ΔΗΜΟΣ ΘΕΡΜΟΥ
MOUZAKI MUNICIPALITY,2018,0,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ
MUNICIPALITY OF EICHALIA,2018,0,ΔΗΜΟΣ ΟΙΧΑΛΙΑΣ
FARCADONAS MUNICIPALITY,2018,0,ΔΗΜΟΣ ΦΑΡΚΑΔΟΝΑΣ
MUNICIPALITY OF KALAVRYTON,2018,0,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ
KILELER MUNICIPALITY,2018,0,ΔΗΜΟΣ ΚΙΛΕΛΕΡ
MUNICIPALITY OF TEMPO,2018,0,ΔΗΜΟΣ ΤΕΜΠΩΝ
DODONIS MUNICIPALITY,2018,0,ΔΗΜΟΣ ΔΩΔΩΝΗΣ
MUNICIPALITY OF KATO NEUROKOPIOU,2018,0,ΔΗΜΟΣ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ
METSOVO MUNICIPALITY,2018,0,ΔΗΜΟΣ ΜΕΤΣΟΒΟΥ
MUNICIPALITY OF ZITSAS,2018,0,ΔΗΜΟΣ ΖΙΤΣΑΣ
MUNICIPALITY OF DISTOMOS - ARACHOVAS - ANTIKYRAS,2018,0,ΔΗΜΟΣ ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ -
MUNICIPALITY OF KASTORIA,2018,0,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ
ALMOPIA MUNICIPALITY,2018,0,ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ
PROSOTSANI MUNICIPALITY,2018,0,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ
MUNICIPALITY OF IASMO,2018,0,ΔΗΜΟΣ ΙΑΣΜΟΥ
SKYDRA MUNICIPALITY,2018,0,ΔΗΜΟΣ ΣΚΥΔΡΑΣ
MUNICIPALITY OF MARONEIA - SAPON,2018,0,ΔΗΜΟΣ ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ
MESSINA MUNICIPALITY,2018,0,ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ
MUNICIPALITY OF KALAMPAKAS,2018,0,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ
MUNICIPALITY OF ELEFSINA,2018,0,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ
PINEIO MUNICIPALITY,2018,0,ΔΗΜΟΣ ΠΗΝΕΙΟΥ
MUNICIPALITY OF DAFNIS - YMITTOU,2018,0,ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ
MUNICIPALITY OF KAESARIANI,2018,0,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ
MUNICIPALITY OF LYKOVRYSIS - PEFKI,2018,0,ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ
ZOGRAFOU MUNICIPALITY,2018,0,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ
BYRON MUNICIPALITY,2018,0,ΔΗΜΟΣ ΒΥΡΩΝΟΣ
MUNICIPALITY OF GALATSIOU,2018,0,ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ
MUNICIPALITY OF AEGIALIA,2018,0,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ
MUNICIPALITY OF AGIOS DIMITRIOS,2018,0,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
MUNICIPALITY OF KALAMARIA,2018,0,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ
MUNICIPALITY OF KORDELIOU - EVOSMOS,2018,0,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ
MUNICIPALITY OF ZAGORI,2018,1,ΔΗΜΟΣ ΖΑΓΟΡΙΟΥ
MUNICIPALITY OF CENTRAL ZOUMERKI,2018,1,ΔΗΜΟΣ ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ
MUNICIPALITY OF ORESTIDOS,2018,1,ΔΗΜΟΣ ΟΡΕΣΤΙΔΟΣ
MUNICIPALITY OF ZACHAROS,2018,1,ΔΗΜΟΣ ΖΑΧΑΡΩΣ
PALAMA MUNICIPALITY,2018,1,ΔΗΜΟΣ ΠΑΛΑΜΑ
MUNICIPALITY OF ZAGORAS - MOURESIOU,2018,1,ΔΗΜΟΣ ΖΑΓΟΡΑΣ - ΜΟΥΡΕΣΙΟΥ
MUNICIPALITY OF TOPIRO,2018,1,ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ
MUNICIPALITY OF EDESSA,2018,1,ΔΗΜΟΣ ΕΔΕΣΣΑΣ
MUNICIPALITY OF NEMEA,2018,1,ΔΗΜΟΣ ΝΕΜΕΑΣ
MUNICIPALITY OF ALIARTOU,2018,1,ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ
PLATANIA MUNICIPALITY,2018,1,ΔΗΜΟΣ ΠΛΑΤΑΝΙΑ
